z	n	name	levelEnergy(MeV)	halflife	halflifeUnit	halflifeUncertainty	massExcess(keV)	massExcessUncertainty
44	74	118Ru	0	99	ms	3	-5.70E+04	2.00E+2
44	73	117Ru	0	152	ms	3	-5.94E+04	4.33E+2
44	76	120Ru	0	45	ms	2	-4.97E+04	4.00E+2
44	75	119Ru	0	69.2	ms	2	-5.20E+04	3.00E+2
44	61	105Ru	0	4.44	h	0.01	-8.59E+04	2.49
44	60	104Ru	0	STABLE			-8.80E+04	2.49
44	67	111Ru	0	2.12	s	0.07	-7.67E+04	9.68
44	66	110Ru	0	12.04	s	0.17	-8.00E+04	8.92
44	69	113Ru	0	0.8	s	0.05	-7.18E+04	3.82E+1
44	69	113Ru	0.13	510	ms	30	-7.17E+04	3.83e+01
44	68	112Ru	0	1.75	s	0.07	-7.56E+04	9.6
44	63	107Ru	0	3.73	m	0.06	-8.38E+04	8.67
44	62	106Ru	0	371.8	d	1.8	-8.63E+04	5.39
44	65	109Ru	0	34.4	s	0.2	-8.07E+04	8.95
44	64	108Ru	0	4.55	m	0.04	-8.36E+04	8.68
44	59	103Ru	0	39.247	d	0.011	-8.72E+04	4.41E-1
44	50	94Ru	0	52.1	m	0.5	-8.25E+04	3.14
44	56	100Ru	0	STABLE			-8.92E+04	3.42E-1
44	55	99Ru	0	STABLE			-8.76E+04	3.43E-1
44	58	102Ru	0	STABLE			-8.91E+04	4.16E-1
44	57	101Ru	0	STABLE			-8.79E+04	4.13E-1
44	52	96Ru	0	STABLE			-8.60E+04	1.70E-1
44	51	95Ru	0	1.6073	h	0.0086	-8.34E+04	9.5
44	54	98Ru	0	STABLE			-8.82E+04	6.46
44	53	97Ru	0	2.8376	d	0.001	-8.61E+04	2.76
44	49	93Ru	0	59.7	s	0.6	-7.72E+04	2.06
44	49	93Ru	0.7343999999999999	10.8	s	0.3	-7.65E+04	2.06e+00
44	48	92Ru	0	3.65	m	0.05	-7.43E+04	2.71
44	45	89Ru	0	1.33	s	0.06	-5.83E+04	2.42E+1
44	44	88Ru	0	1.4	s	0.3	-5.43E+04	3.00E+2
44	47	91Ru	0	8	s	0.4	-6.82E+04	2.22
44	47	91Ru	0.432	7.6	s	0.8	-6.78E+04	2.22e+00
44	46	90Ru	0	11.7	s	0.9	-6.48E+04	3.73
44	41	85Ru	0				-3.06E+04	5.00E+2
44	43	87Ru	0				-4.57E+04	4.00E+2
44	42	86Ru	0				-3.97E+04	4.00E+2
45	82	127Rh	0	20	ms	13	-3.37E+04	6.00E+2
45	81	126Rh	0	19	ms	3	-3.72E+04	5.00E+2
45	83	128Rh	0				-2.73E+04	3.00E+2
45	80	125Rh	0	26.5	ms	2	-4.18E+04	5.00E+2
45	71	116Rh	0	685	ms	38	-7.07E+04	7.38E+1
45	71	116Rh	0.1208	0.57	s	0.05	-7.06E+04	7.38e+01
45	70	115Rh	0	0.99	s	0.05	-7.42E+04	7.31
45	73	118Rh	0	286	ms	8	-6.48E+04	2.42E+1
45	73	118Rh	0.189	310	ms	30	-6.47E+04	2.42e+01
45	72	117Rh	0	421	ms	30	-6.88E+04	8.89
45	79	124Rh	0	32	ms	2	-4.47E+04	4.00E+2
45	78	123Rh	0	42.2	ms	1.6	-4.91E+04	4.00E+2
45	75	120Rh	0	133	ms	4	-5.86E+04	2.00E+2
45	74	119Rh	0	189	ms	5	-6.28E+04	9.31
45	77	122Rh	0	52.3	ms	1.5	-5.18E+04	3.00E+2
45	76	121Rh	0	73	ms	2	-5.62E+04	6.19E+2
45	60	105Rh	0	35.341	h	0.022	-8.78E+04	2.5
45	60	105Rh	0.129742	42.8	s	0.3	-8.77E+04	2.50e+00
45	62	107Rh	0	21.7	m	0.7	-8.68E+04	1.20E+1
45	61	106Rh	0	30.07	s	0.35	-8.63E+04	5.39
45	61	106Rh	0.137	131	m	2	-8.62E+04	5.39e+00
45	68	113Rh	0	2.8	s	0.12	-7.87E+04	7.13
45	67	112Rh	0	3.5	s	0.4	-7.97E+04	4.40E+1
45	67	112Rh	0.0384	6.9	s	0.07	-7.97E+04	4.41e+01
45	69	114Rh	0	1.82	s	0.05	-7.57E+04	7.15E+1
45	69	114Rh	0.11090000000000001	1.85	s	0.05	-7.56E+04	7.16e+01
45	64	109Rh	0	80.8	s	0.6	-8.49E+04	4.04
45	63	108Rh	0	17	s	0.4	-8.50E+04	1.39E+1
45	63	108Rh	0+X	5.9	m	0.2	-8.50E+04	1.39E+1
45	66	111Rh	0	11	s	1	-8.23E+04	6.85
45	65	110Rh	0	3.3	s	0.1	-8.28E+04	1.78E+1
45	65	110Rh	0.038	28.5	s	1.5	-8.28E+04	1.78e+01
45	51	96Rh	0	9.57	m	0.23	-7.96E+04	1.00E+1
45	51	96Rh	0.05198	1.51	m	0.02	-7.96E+04	1.00e+01
45	50	95Rh	0	5.02	m	0.1	-7.83E+04	3.88
45	50	95Rh	0.5433	1.96	m	0.04	-7.78E+04	3.89e+00
45	57	102Rh	0	207.3	d	1.2	-8.67E+04	6.41
45	57	102Rh	0.14073	3.47	y	0.04	-8.66E+04	6.41e+00
45	56	101Rh	0	4.07	y	0.05	-8.74E+04	5.84
45	56	101Rh	0.15732	4.34	d	0.01	-8.73E+04	5.84e+00
45	59	104Rh	0	42.3	s	0.4	-8.69E+04	2.3
45	59	104Rh	0.1289679	4.36	m	0.03	-8.68E+04	2.30e+00
45	58	103Rh	0	STABLE			-8.80E+04	2.3
45	58	103Rh	0.039753000000000004	56.118	m	0.009	-8.80E+04	2.30e+00
45	53	98Rh	0	8.74	m	0.16	-8.31E+04	1.19E+1
45	53	98Rh	0.056299999999999996	3.6	m	0.2	-8.31E+04	1.19e+01
45	52	97Rh	0	30.8	m	0.6	-8.25E+04	3.54E+1
45	52	97Rh	0.25876	45.8	m	1.7	-8.23E+04	3.55e+01
45	55	100Rh	0	20.5	h	0.3	-8.55E+04	1.81E+1
45	55	100Rh	0.1076	4.6	m	0.2	-8.55E+04	1.81e+01
45	54	99Rh	0	16.1	d	0.2	-8.55E+04	1.94E+1
45	54	99Rh	0.0644	4.7	h	0.1	-8.55E+04	1.95e+01
45	49	94Rh	0	70.6	s	0.6	-7.29E+04	3.37
45	49	94Rh	0+X	25.8	s	0.2	-7.29E+04	3.37
45	46	91Rh	0	1.47	s	0.22	-5.85E+04	2.98E+2
45	46	91Rh	0.1729	&asymp;1.5	s		-5.84E+04	2.98e+02
45	45	90Rh	0	29	ms	3	-5.16E+04	2.00E+2
45	45	90Rh	0+X	560	ms	20	-5.16E+04	2.00E+2
45	48	93Rh	0	12.2	s	0.7	-6.90E+04	2.62
45	48	93Rh	0.267				-6.87E+04	2.63e+00
45	47	92Rh	0	5.64	s	0.06	-6.29E+04	4.37
45	47	92Rh	0+X	3.18	s	0.22	-6.29E+04	4.37
45	44	89Rh	0	120	ns	<	-4.56E+04	3.61E+2
46	83	129Pd	0	31	ms	7	-3.78E+04	6.00E+2
46	82	128Pd	0	36	ms	5	-4.43E+04	5.00E+2
46	85	131Pd	0				-2.57E+04	3.00E+2
46	84	130Pd	0				-3.27E+04	3.00E+2
46	81	127Pd	0	38	ms	2	-4.72E+04	5.00E+2
46	80	126Pd	0	48.6	ms	0.6	-5.17E+04	4.00E+2
46	80	126Pd	2.4064	23	ms	1	-4.94E+04	4.00e+02
46	72	118Pd	0	1.9	s	0.1	-7.53E+04	2.49
46	71	117Pd	0	4.3	s	0.3	-7.64E+04	7.25
46	74	120Pd	0	492	ms	33	-7.02E+04	2.29
46	73	119Pd	0	0.88	s	0.02	-7.14E+04	8.24
46	73	119Pd	0.45	0.85	s	0.01	-7.10E+04	8.25e+00
46	70	116Pd	0	11.7	s	0.6	-7.98E+04	7.13
46	79	125Pd	0	64.2	ms	1.7	-5.39E+04	4.00E+2
46	76	122Pd	0	195	ms	4	-6.46E+04	1.95E+1
46	75	121Pd	0	290	ms	1	-6.61E+04	3.35
46	78	124Pd	0	94	ms	4	-5.84E+04	3.00E+2
46	77	123Pd	0	109	ms	2	-6.04E+04	7.89E+2
46	77	123Pd	0+X				-6.04E+04	7.89E+2
46	61	107Pd	0	6.50e+06	y	3.00e+05	-8.83E+04	1.2
46	61	107Pd	0.21459999999999999	21.4	s	0.5	-8.82E+04	1.20e+00
46	60	106Pd	0	STABLE			-8.99E+04	1.1
46	63	109Pd	0	13.437	h	0.013	-8.76E+04	1.11
46	63	109Pd	0.1889903	4.694	m	0.002	-8.74E+04	1.11e+00
46	62	108Pd	0	STABLE			-8.95E+04	1.1
46	69	115Pd	0	25	s	2	-8.04E+04	1.35E+1
46	69	115Pd	0.08921	50	s	3	-8.03E+04	1.35e+01
46	68	114Pd	0	2.42	m	0.06	-8.34E+04	6.94
46	65	111Pd	0	23.6	m	0.1	-8.59E+04	7.31E-1
46	65	111Pd	0.17218	5.565	h	0.012	-8.58E+04	7.31e-01
46	64	110Pd	0	STABLE			-8.83E+04	6.12E-1
46	67	113Pd	0	89	s	3	-8.35E+04	6.94
46	67	113Pd	0.0811	0.3	s	0.1	-8.35E+04	6.95e+00
46	66	112Pd	0	21.027	h	0.019	-8.63E+04	6.54
46	50	96Pd	0	122	s	2	-7.61E+04	4.19
46	52	98Pd	0	17.7	m	0.3	-8.13E+04	4.74
46	51	97Pd	0	3.1	m	0.1	-7.78E+04	4.84
46	58	104Pd	0	STABLE			-8.93E+04	1.33
46	57	103Pd	0	17	d	0.033	-8.74E+04	8.78E-1
46	59	105Pd	0	STABLE			-8.84E+04	1.13
46	54	100Pd	0	3.63	d	0.09	-8.52E+04	1.76E+1
46	53	99Pd	0	21.4	m	0.2	-8.21E+04	5.1
46	56	102Pd	0	STABLE			-8.79E+04	4.19E-1
46	55	101Pd	0	8.47	h	0.06	-8.54E+04	4.58
46	47	93Pd	0	1.17	s	0.02	-5.89E+04	3.70E+2
46	46	92Pd	0	1.06	s	0.03	-5.47E+04	3.45E+2
46	49	95Pd	0	7.4	s	0.5	-6.99E+04	3.03
46	49	95Pd	1.8751300000000002	13.3	s	0.2	-6.81E+04	3.03e+00
46	49	95Pd	0.804				-6.92E+04	3.03e+00
46	48	94Pd	0	9.4	s	0.2	-6.61E+04	4.28
46	45	91Pd	0	32	ms	3	-4.61E+04	4.23E+2
46	44	90Pd	0				-3.97E+04	4.00E+2
47	85	132Ag	0	28	ms	3	-3.44E+04	5.00E+2
47	83	130Ag	0	41	ms	4	-4.58E+04	4.24E+2
47	84	131Ag	0	35	ms	8	-4.07E+04	5.00E+2
47	81	128Ag	0	66.6	ms	2.4	-5.47E+04	3.00E+2
47	82	129Ag	0	52	ms	2	-5.18E+04	4.00E+2
47	82	129Ag	0.02	130	ms	38	-5.18E+04	4.00e+02
47	80	127Ag	0	89.1	ms	0.9	-5.86E+04	2.00E+2
47	80	127Ag	1.942	67.5	s	0.9	-5.67E+04	2.00e+02
47	74	121Ag	0	0.781	s	0.015	-7.44E+04	1.21E+1
47	75	122Ag	0+X	0.55	s	0.05	-7.11E+04	3.81E+1
47	75	122Ag	0.08	0.2	s	0.05	-7.10E+04	3.82e+01
47	72	119Ag	0	6	s	0.5	-7.86E+04	1.47E+1
47	72	119Ag	0.0334	2.1	s	0.1	-7.86E+04	1.47e+01
47	73	120Ag	0	1.52	s	0.07	-7.56E+04	4.47
47	73	120Ag	0.2031	0.38	s	0.03	-7.54E+04	4.47e+00
47	73	120Ag	0+X	0.94	s	0.1	-7.56E+04	4.47
47	70	117Ag	0	72.8	s	1.3	-8.21E+04	1.35E+1
47	70	117Ag	0.0286	5.34	s	0.05	-8.22E+04	1.36e+01
47	71	118Ag	0	3.87	s	0.09	-7.95E+04	2.51
47	71	118Ag	0.12763	2	s	0.1	-7.94E+04	2.52e+00
47	78	125Ag	0	176	ms	3	-6.45E+04	4.33E+2
47	78	125Ag	0.0971	159	ms	21	-6.44E+04	4.33e+02
47	79	126Ag	0+X	52	ms	10	-6.07E+04	2.00E+2
47	79	126Ag	0+X	92	ms	9	-6.07E+04	2.00E+2
47	76	123Ag	0	300	ms	8	-6.95E+04	3.26E+1
47	77	124Ag	0	182	ms	4	-6.62E+04	2.51E+2
47	77	124Ag	0+X	144	ms	20	-6.62E+04	2.51E+2
47	63	110Ag	0	24.56	s	0.11	-8.74E+04	1.28
47	63	110Ag	0.11759	249.86	d	0.05	-8.73E+04	1.29e+00
47	64	111Ag	0	7.421	d	0.01	-8.82E+04	1.45
47	64	111Ag	0.05982	64.8	s	0.8	-8.82E+04	1.46e+00
47	61	108Ag	0	2.39	m	0.01	-8.76E+04	2.38
47	61	108Ag	0.109466	435.9	y	3.7	-8.75E+04	2.39e+00
47	62	109Ag	0	STABLE			-8.87E+04	1.28
47	62	109Ag	0.0880337	39.8	s	0.2	-8.86E+04	1.29e+00
47	60	107Ag	0	STABLE			-8.84E+04	2.38
47	60	107Ag	0.093125	44.2	s	0.2	-8.83E+04	2.38e+00
47	69	116Ag	0	3.83	m	0.08	-8.25E+04	3.26
47	69	116Ag	0.0479	20	s	1	-8.25E+04	3.26e+00
47	69	116Ag	0.12980000000000003	9.8	s	0.1	-8.24E+04	3.26e+00
47	67	114Ag	0	4.59	s	0.1	-8.49E+04	4.56
47	68	115Ag	0	20	m	0.5	-8.49E+04	1.82E+1
47	68	115Ag	0.041159999999999995	18	s	0.7	-8.49E+04	1.83e+01
47	65	112Ag	0	3.15	h	0.01	-8.65E+04	2.42
47	66	113Ag	0	5.37	h	0.05	-8.70E+04	1.66E+1
47	66	113Ag	0.043500000000000004	67.8	s	2.1	-8.70E+04	1.66e+01
47	52	99Ag	0	124	s	3	-7.67E+04	6.26
47	52	99Ag	0.5062	10.5	s	0.5	-7.62E+04	6.26e+00
47	53	100Ag	0	2.01	m	0.09	-7.81E+04	5
47	53	100Ag	0.015519999999999999	2.24	m	0.13	-7.81E+04	5.00e+00
47	50	97Ag	0	25.5	s	0.3	-7.09E+04	1.20E+1
47	51	98Ag	0	47.5	s	0.3	-7.30E+04	3.29E+1
47	58	105Ag	0	41.29	d	0.07	-8.70E+04	4.54
47	58	105Ag	0.025468	7.23	m	0.16	-8.70E+04	4.54e+00
47	59	106Ag	0	23.96	m	0.04	-8.69E+04	3.01
47	59	106Ag	0.08966	8.28	d	0.02	-8.69E+04	3.02e+00
47	56	103Ag	0	65.8	m	0.6	-8.48E+04	4.09
47	56	103Ag	0.13445	5.8	s	0.3	-8.47E+04	4.10e+00
47	57	104Ag	0	69.3	m	0.9	-8.51E+04	4.21
47	57	104Ag	0.0069	33.5	m	2	-8.51E+04	4.22e+00
47	54	101Ag	0	11.1	m	0.2	-8.13E+04	4.83
47	54	101Ag	0.2741	3.09	s	0.07	-8.11E+04	4.84e+00
47	55	102Ag	0	12.9	m	0.3	-8.22E+04	8.17
47	55	102Ag	0.0094	7.7	m	0.5	-8.22E+04	8.17e+00
47	49	96Ag	0+X	4.435	s	0.031	-6.45E+04	9.00E+1
47	49	96Ag	0+X	6.9	s	0.5	-6.45E+04	9.00E+1
47	47	94Ag	0	27	ms	2	-5.24E+04	4.00E+2
47	47	94Ag	0+X	0.47	s	0.01	-5.24E+04	4.00E+2
47	47	94Ag	6.7	0.4	s	0.04	-4.57E+04	4.00e+02
47	48	95Ag	0	1.81	s	0.05	-5.99E+04	4.00E+2
47	45	92Ag	0				-3.75E+04	4.00E+2
47	46	93Ag	0	228	ns	16	-4.64E+04	4.01E+2
48	64	112Cd	0	STABLE			-9.05E+04	2.50E-1
48	65	113Cd	0	8.04e+15	y	5.00e+13	-8.90E+04	2.45E-1
48	65	113Cd	0.26354000000000005	13.89	y	0.16	-8.88E+04	2.45e-01
48	62	110Cd	0	STABLE			-9.03E+04	3.80E-1
48	63	111Cd	0	STABLE			-8.92E+04	3.57E-1
48	63	111Cd	0.396214	48.5	m	0.09	-8.89E+04	3.57e-01
48	60	108Cd	0	STABLE			-8.92E+04	1.12
48	61	109Cd	0	461.98	d	0.31	-8.85E+04	1.53
48	68	116Cd	0	2.68e+19	y	8.91e+17-9.00e+17	-8.87E+04	1.60E-1
48	69	117Cd	0	2.503	h	0.005	-8.64E+04	1.01
48	69	117Cd	0.13640000000000002	3.437	h	0.013	-8.63E+04	1.01e+00
48	66	114Cd	0	STABLE			-9.00E+04	2.76E-1
48	67	115Cd	0	53.4	h	0.04	-8.80E+04	6.51E-1
48	67	115Cd	0.181	44.6	d	0.3	-8.79E+04	6.51e-01
48	53	101Cd	0	1.36	m	0.05	-7.58E+04	1.49
48	54	102Cd	0	5.5	m	0.5	-7.96E+04	1.66
48	51	99Cd	0	17	s	1	-6.99E+04	1.58
48	52	100Cd	0	49.1	s	0.5	-7.41E+04	1.67
48	50	98Cd	0	9.3	s	0.1	-6.76E+04	5.17E+1
48	59	107Cd	0	6.52	h	0.02	-8.69E+04	1.66
48	57	105Cd	0	55.4	m	0.4	-8.43E+04	1.39
48	58	106Cd	0	STABLE			-8.71E+04	1.1
48	55	103Cd	0	7.5	m	0.2	-8.06E+04	1.81
48	56	104Cd	0	57.8	m	0.8	-8.39E+04	1.67
48	48	96Cd	0	1.01	s	0.05	-5.55E+04	4.10E+2
48	48	96Cd	5.8	0.51	s	0.04	-4.98E+04	4.10e+02
48	49	97Cd	0	1.16	s	0.05	-6.07E+04	4.20E+2
48	49	97Cd	2.62	3.86	s	0.06	-5.81E+04	4.20e+02
48	49	97Cd	0+X	0.73	s	0.07	-6.07E+04	4.20E+2
48	46	94Cd	0				-4.04E+04	5.00E+2
48	47	95Cd	0	32	ms	3	-4.70E+04	5.66E+2
48	86	134Cd	0	65	ms	15	-3.94E+04	3.00E+2
48	84	132Cd	0	84	ms	5	-5.04E+04	6.00E+1
48	85	133Cd	0	61	ms	6	-4.41E+04	2.00E+2
48	82	130Cd	0	129	ms	3	-6.11E+04	2.23E+1
48	83	131Cd	0	98	ms	2	-5.52E+04	1.92E+1
48	80	128Cd	0	245.9	ms	1.9	-6.72E+04	6.43
48	81	129Cd	0	151	ms	4	-6.31E+04	5.31
48	81	129Cd	0.343	152	ms	6	-6.28E+04	5.31e+00
48	75	123Cd	0	2.1	s	0.02	-7.74E+04	2.69
48	75	123Cd	0.14400000000000002	1.8	s	0.03	-7.73E+04	2.70e+00
48	76	124Cd	0	1.25	s	0.02	-7.66E+04	2.6
48	73	121Cd	0	13.5	s	0.3	-8.10E+04	1.94
48	73	121Cd	0.21486000000000002	8.3	s	0.8	-8.09E+04	1.94e+00
48	74	122Cd	0	5.24	s	0.03	-8.06E+04	2.29
48	71	119Cd	0	2.69	m	0.02	-8.39E+04	3.76E+1
48	71	119Cd	0.14654	2.2	m	0.02	-8.38E+04	3.77e+01
48	72	120Cd	0	50.8	s	0.21	-8.39E+04	3.72
48	70	118Cd	0	50.3	m	0.2	-8.67E+04	2.00E+1
48	79	127Cd	0	0.45	s	0.04	-6.87E+04	6.2
48	79	127Cd	0.2833	360	ms	40	-6.85E+04	6.20e+00
48	77	125Cd	0	680	ms	40	-7.33E+04	2.88
48	77	125Cd	0.1886	480	ms	30	-7.32E+04	2.89e+00
48	78	126Cd	0	512	ms	5	-7.22E+04	2.3
49	88	137In	0	65	ms	10	-3.58E+04	4.00E+2
49	87	136In	0	85	ms	2	-4.09E+04	3.00E+2
49	86	135In	0	97	ms	5	-4.71E+04	3.00E+2
49	85	134In	0	121	ms	5	-5.19E+04	2.00E+2
49	84	133In	0	162	ms	2	-5.76E+04	2.00E+2
49	84	133In	0.642	167	ms	11	-5.70E+04	2.00e+02
49	83	132In	0	200	ms	2	-6.24E+04	6.00E+1
49	82	131In	0	261	ms	3	-6.80E+04	2.2
49	82	131In	0.367	328	ms	15	-6.77E+04	2.21e+00
49	82	131In	3.771	322	ms	41	-6.43E+04	2.21e+00
49	81	130In	0	277	ms	12	-6.99E+04	1.79
49	81	130In	0.0665	541	ms	6	-6.98E+04	1.79e+00
49	81	130In	0.3845	541	ms	6	-6.95E+04	1.79e+00
49	80	129In	0	629	ms	24	-7.28E+04	1.97
49	80	129In	0.456	1.22	s	0.95	-7.24E+04	1.97e+00
49	80	129In	1.6400000000000001	651	ms	20	-7.12E+04	1.97e+00
49	80	129In	1.911	98	ms	13	-7.09E+04	1.97e+00
49	77	126In	0	1.53	s	0.01	-7.78E+04	4.19
49	77	126In	0.09	1.64	s	0.05	-7.77E+04	4.19e+00
49	76	125In	0	2.36	s	0.04	-8.04E+04	1.77
49	76	125In	0.36012	12.2	s	0.2	-8.01E+04	1.77e+00
49	75	124In	0	3.12	s	0.09	-8.08E+04	3.05E+1
49	75	124In	0.025	3.67	s	0.03	-8.08E+04	3.06e+01
49	74	123In	0	6.17	s	0.05	-8.34E+04	1.98E+1
49	74	123In	0.32721	47.4	s	0.8	-8.31E+04	1.98e+01
49	73	122In	0	1.5	s	0.3	-8.35E+04	5.00E+1
49	73	122In	0.04	10.3	s	0.6	-8.35E+04	5.01e+01
49	73	122In	0.29	10.8	s	0.4	-8.33E+04	5.01e+01
49	72	121In	0	23.1	s	0.6	-8.58E+04	2.74E+1
49	72	121In	0.31368	3.88	m	0.1	-8.55E+04	2.74e+01
49	71	120In	0	3.08	s	0.08	-8.57E+04	4.00E+1
49	71	120In	0+X	47.3	s	0.5	-8.57E+04	4.00E+1
49	71	120In	0+X	46.2	s	0.8	-8.57E+04	4.00E+1
49	70	119In	0	2.4	m	0.1	-8.76E+04	7.31
49	70	119In	0.31137000000000004	18	m	0.3	-8.74E+04	7.31e+00
49	79	128In	0	0.84	s	0.06	-7.41E+04	1.32
49	79	128In	0.2851	0.72	s	0.1	-7.39E+04	1.32e+00
49	79	128In	1.7966	0.3	s	>	-7.24E+04	1.32e+00
49	78	127In	0	1.087	s	0.011	-7.68E+04	1.00E+1
49	78	127In	0.4089	3.618	s	0.032	-7.65E+04	1.00e+01
49	78	127In	1.744	1.04	s	0.1	-7.51E+04	1.00e+01
49	66	115In	0	4.41e+14	y	2.50e+13	-8.95E+04	1.20E-2
49	66	115In	0.33624400000000004	4.485	h	0.004	-8.92E+04	1.20e-02
49	65	114In	0	71.9	s	0.1	-8.85E+04	3.01E-1
49	65	114In	0.1902682	49.51	d	0.01	-8.84E+04	3.01e-01
49	64	113In	0	STABLE			-8.93E+04	1.88E-1
49	64	113In	0.391699	99.48	m	0.02	-8.90E+04	1.88e-01
49	63	112In	0	14.88	m	0.15	-8.79E+04	4.25
49	63	112In	0.156592	20.67	m	0.08	-8.78E+04	4.25e+00
49	62	111In	0	2.8048	d	0.0001	-8.83E+04	3.42
49	62	111In	0.53699	7.7	m	0.3	-8.79E+04	3.42e+00
49	61	110In	0	4.9	h	0.1	-8.64E+04	1.15E+1
49	61	110In	0.062079999999999996	69	m	0.5	-8.64E+04	1.16e+01
49	60	109In	0	4.159	h	0.01	-8.64E+04	3.96
49	60	109In	0.64979	1.34	m	0.06	-8.58E+04	3.97e+00
49	60	109In	2.1018600000000003	210	ms	1	-8.44E+04	3.97e+00
49	69	118In	0	5.4	s	0.3	-8.72E+04	7.75
49	69	118In	0.06	4.4	m	0.03	-8.72E+04	7.75e+00
49	69	118In	0.2	8.5	s	0.3	-8.70E+04	7.75e+00
49	68	117In	0	43.2	m	0.3	-8.89E+04	4.88
49	68	117In	0.315303	116.1	m	0.2	-8.86E+04	4.88e+00
49	67	116In	0	14.1	s	0.05	-8.82E+04	2.20E-1
49	67	116In	0.127267	54.14	m	0.04	-8.81E+04	2.20e-01
49	67	116In	0.28966000000000003	2.18	s	0.04	-8.80E+04	2.20e-01
49	55	104In	0	1.8	m	0.03	-7.61E+04	5.77
49	55	104In	0.09348	15.7	s	0.5	-7.61E+04	5.78e+00
49	54	103In	0	65	s	7	-7.46E+04	8.98
49	54	103In	0.6317	34	s	2	-7.40E+04	8.98e+00
49	53	102In	0	23.3	s	0.1	-7.06E+04	4.57
49	52	101In	0	15.1	s	1.1	-6.85E+04	1.16E+1
49	52	101In	0.61				-6.79E+04	1.17e+01
49	51	100In	0	5.66	s	0.05	-6.41E+04	2.23
49	50	99In	0	3.11	s	0.06	-6.13E+04	2.98E+2
49	59	108In	0	58	m	1	-8.41E+04	8.64
49	59	108In	0.029750000000000002	39.6	m	0.6	-8.41E+04	8.64e+00
49	58	107In	0	32.4	m	0.3	-8.35E+04	9.65
49	58	107In	0.6785	50.5	s	0.6	-8.29E+04	9.65e+00
49	57	106In	0	6.23	m	0.08	-8.06E+04	1.22E+1
49	57	106In	0.0286	5.31	m	0.03	-8.06E+04	1.22e+01
49	56	105In	0	5.07	m	0.07	-7.96E+04	1.02E+1
49	56	105In	0.6740900000000001	48	s	6	-7.90E+04	1.02e+01
49	49	98In	0	30	ms	1	-5.39E+04	3.04E+2
49	49	98In	0.8200000000000001	0.89	s	0.02	-5.31E+04	3.04e+02
49	48	97In	0	36	ms	6	-4.73E+04	4.01E+2
49	47	96In	0				-3.80E+04	5.00E+2
50	49	99Sn	0	24	ms	4	-4.79E+04	5.82E+2
50	51	101Sn	0	2.2	s	0.05	-6.03E+04	3.00E+2
50	50	100Sn	0	1.18	s	0.07	-5.71E+04	2.40E+2
50	53	103Sn	0	7	s	0.2	-6.70E+04	1.00E+2
50	52	102Sn	0	3.8	s	0.2	-6.49E+04	1.00E+2
50	55	105Sn	0	32.7	s	0.5	-7.33E+04	3.97
50	54	104Sn	0	20.9	s	0.4	-7.16E+04	5.74
50	57	107Sn	0	2.9	m	0.05	-7.85E+04	5.31
50	56	106Sn	0	1.92	m	0.08	-7.73E+04	5.09
50	59	109Sn	0	18.1	m	0.1	-8.26E+04	7.94
50	58	108Sn	0	10.5	m	0.17	-8.20E+04	5.38
50	60	110Sn	0	4.154	h	0.004	-8.58E+04	1.37E+1
50	62	112Sn	0	STABLE			-8.86E+04	2.94E-1
50	61	111Sn	0	35.3	m	0.4	-8.59E+04	5.33
50	64	114Sn	0	STABLE			-9.05E+04	2.90E-2
50	63	113Sn	0	115.08	d	0.03	-8.83E+04	1.57
50	63	113Sn	0.077389	21.4	m	0.4	-8.83E+04	1.57e+00
50	66	116Sn	0	STABLE			-9.15E+04	9.60E-2
50	65	115Sn	0	STABLE			-9.00E+04	1.50E-2
50	68	118Sn	0	STABLE			-9.16E+04	4.99E-1
50	67	117Sn	0	STABLE			-9.03E+04	4.83E-1
50	67	117Sn	0.31457999999999997	13.94	d	0.03	-9.01E+04	4.83e-01
50	69	119Sn	0	STABLE			-9.00E+04	7.25E-1
50	69	119Sn	0.089531	293	d	1.3	-9.00E+04	7.25e-01
50	71	121Sn	0	27.05	h	0.04	-8.91E+04	9.78E-1
50	71	121Sn	0.00631	43.9	y	0.5	-8.92E+04	9.78e-01
50	70	120Sn	0	STABLE			-9.10E+04	9.20E-1
50	73	123Sn	0	129.2	d	0.4	-8.78E+04	2.47
50	73	123Sn	0.0246	40.06	m	0.01	-8.78E+04	2.48e+00
50	72	122Sn	0	STABLE			-8.99E+04	2.44
50	75	125Sn	0	9.634	d	0.015	-8.58E+04	1.32
50	75	125Sn	0.0275	10.01	m	0.08	-8.59E+04	1.33e+00
50	74	124Sn	0	STABLE			-8.82E+04	1.31
50	77	127Sn	0	2.1	h	0.03	-8.34E+04	9.22
50	77	127Sn	0.00507	4.13	m	0.03	-8.35E+04	9.23e+00
50	76	126Sn	0	1.98e+05	y	6.00e+03	-8.60E+04	1.06E+1
50	79	129Sn	0	2.23	m	0.04	-8.05E+04	1.72E+1
50	79	129Sn	0.03515	7.2	m	0.1	-8.06E+04	1.73e+01
50	78	128Sn	0	59.6	m	0.3	-8.33E+04	1.76E+1
50	78	128Sn	2.0915	6.5	s	0.5	-8.13E+04	1.77e+01
50	80	130Sn	0	3.73	m	0.06	-8.01E+04	1.87
50	80	130Sn	19.46688	1.7	m	0.1	-6.07E+04	1.87e+00
50	82	132Sn	0	39.7	s	0.5	-7.65E+04	1.97
