Atomic Number (Z)	Atomic Mass (A)	Element	Half-Life	Half-Life (Unit)	Abundance	Mass Excess	Mass Excess (Unit)
76	190	Os	STABLE	ignore	26.26	-38707.825	keV
76	190	Os	9.86	m	-1	-37002.125	keV
76	191	Os	15	d	-1	-36395.239	keV
76	191	Os	13.12	h	-1	-36320.857	keV
76	192	Os	STABLE	ignore	40.78	-35882.303	keV
76	192	Os	6.1	s	-1	-33866.903	keV
76	193	Os	29.83	h	-1	-33394.401	keV
76	194	Os	6	y	-1	-32435.176	keV
76	195	Os	6.4	m	-1	-29511.596	keV
76	195	Os	47	s	-1	-29083.796	keV
76	196	Os	34.9	m	-1	-28277.123	keV
76	197	Os	93	s	-1	-25080	keV
76	198	Os	125	s	-1	-23600	keV
76	199	Os	5	s	-1	-20270	keV
76	200	Os	6	s	-1	-18550	keV
76	201	Os	ignore	ignore	-1	-14840	keV
76	202	Os	ignore	ignore	-1	-12530	keV
76	203	Os	ignore	ignore	-1	-7270	keV
77	164	Ir	ignore	ignore	-1	-7483	keV
77	165	Ir	1	us	-1	-11595	keV
77	165	Ir	0.33	ms	-1	-11395	keV
77	166	Ir	11.7	ms	-1	-13306	keV
77	166	Ir	15	ms	-1	-13134	keV
77	167	Ir	30	ms	-1	-17072.448	keV
77	167	Ir	28.6	ms	-1	-16897.148	keV
77	168	Ir	222	ms	-1	-18666.23	keV
77	168	Ir	160	ms	-1	-18666.23	keV
77	169	Ir	353	ms	-1	-22093.416	keV
77	169	Ir	280	ms	-1	-21940.416	keV
77	170	Ir	0.87	s	-1	-23182	keV
77	170	Ir	811	ms	-1	-23182	keV
77	171	Ir	3.2	s	-1	-26412.03	keV
77	171	Ir	1.2	s	-1	-26412.03	keV
77	172	Ir	4.4	s	-1	-27379.373	keV
77	172	Ir	2.19	s	-1	-27240.373	keV
77	173	Ir	9	s	-1	-30268.456	keV
77	173	Ir	2.2	s	-1	-30055.456	keV
77	174	Ir	7.9	s	-1	-30785.937	keV
77	174	Ir	4.9	s	-1	-30655.937	keV
77	175	Ir	8.9	s	-1	-33394.511	keV
77	175	Ir	33	s	-1	-33394.511	keV
77	176	Ir	8.9	s	-1	-33881.923	keV
77	177	Ir	30	s	-1	-36047.425	keV
77	178	Ir	12	s	-1	-36254.314	keV
77	179	Ir	79	s	-1	-38081.719	keV
77	180	Ir	1.5	m	-1	-37977.53	keV
77	181	Ir	4.9	m	-1	-39463.035	keV
77	182	Ir	15	m	-1	-39051.682	keV
77	183	Ir	58	m	-1	-40202.138	keV
77	184	Ir	3.09	h	-1	-39610.855	keV
77	185	Ir	14.4	h	-1	-40335.558	keV
77	186	Ir	16.64	h	-1	-39172.35	keV
77	186	Ir	1.87	h	-1	-39171.55	keV
77	187	Ir	10.5	h	-1	-39549.377	keV
77	187	Ir	30.3	ms	-1	-39363.217	keV
77	188	Ir	41.5	h	-1	-38344.955	keV
77	189	Ir	13.2	d	-1	-38449.652	keV
77	190	Ir	11.78	d	-1	-36753.614	keV
77	190	Ir	1.12	h	-1	-36731.154	keV
77	190	Ir	3.087	h	-1	-36377.214	keV
77	191	Ir	STABLE	ignore	37.3	-36708.826	keV
77	191	Ir	4.89	s	-1	-36537.536	keV
77	191	Ir	5.7	s	-1	-34607.726	keV
77	192	Ir	73.826	d	-1	-34835.631	keV
77	192	Ir	1.44	m	-1	-34778.911	keV
77	192	Ir	241	y	-1	-34667.491	keV
77	193	Ir	STABLE	ignore	62.7	-34536.305	keV
77	193	Ir	10.54	d	-1	-34456.067	keV
77	194	Ir	19.2	h	-1	-32531.776	keV
77	194	Ir	171	d	-1	-32191.776	keV
77	195	Ir	2.29	h	-1	-31692.318	keV
77	195	Ir	3.74	h	-1	-31592.318	keV
77	196	Ir	51.9	s	-1	-29435.522	keV
77	196	Ir	1.4	h	-1	-29025.522	keV
77	197	Ir	5.8	m	-1	-28264.123	keV
77	197	Ir	8.9	m	-1	-28149.123	keV
77	198	Ir	9.1	s	-1	-25710	keV
77	199	Ir	6	s	-1	-24398.534	keV
77	200	Ir	43	s	-1	-21570	keV
77	201	Ir	21	s	-1	-19840	keV
77	202	Ir	11	s	-1	-16640	keV
77	203	Ir	ignore	ignore	-1	-14370	keV
77	204	Ir	ignore	ignore	-1	-9570	keV
77	205	Ir	ignore	ignore	-1	-5600	keV
78	165	Pt	260	us	-1	-318	keV
78	166	Pt	280	us	-1	-4783	keV
78	167	Pt	0.9	ms	-1	-6753	keV
78	168	Pt	2.02	ms	-1	-11010.078	keV
78	169	Pt	6.99	ms	-1	-12464	keV
78	170	Pt	13.9	ms	-1	-16299.202	keV
78	171	Pt	46	ms	-1	-17466.569	keV
78	172	Pt	97.4	ms	-1	-21106.67	keV
78	173	Pt	374	ms	-1	-21936.758	keV
78	174	Pt	0.868	s	-1	-25317.608	keV
78	175	Pt	2.43	s	-1	-25708.684	keV
78	176	Pt	6.32	s	-1	-28933.918	keV
78	177	Pt	10	s	-1	-29370.437	keV
78	178	Pt	21	s	-1	-31997.486	keV
78	179	Pt	21.2	s	-1	-32268.127	keV
78	180	Pt	56	s	-1	-34429.875	keV
78	181	Pt	52	s	-1	-34381.497	keV
78	182	Pt	2.7	m	-1	-36168.42	keV
78	183	Pt	6.5	m	-1	-35773.197	keV
78	183	Pt	43	s	-1	-35738.457	keV
78	184	Pt	17.3	m	-1	-37332.486	keV
78	185	Pt	70.9	m	-1	-36688.144	keV
78	185	Pt	33	m	-1	-36584.734	keV
78	186	Pt	2.08	h	-1	-37864.447	keV
78	187	Pt	2.35	h	-1	-36685.361	keV
78	188	Pt	10.2	d	-1	-37820.97	keV
78	189	Pt	10.89	h	-1	-36469.405	keV
78	190	Pt	4.89669E+11	y	0.012	-37306.504	keV
78	191	Pt	2.86	d	-1	-35698.336	keV
78	192	Pt	STABLE	ignore	0.782	-36288.525	keV
78	193	Pt	50	y	-1	-34479.677	keV
78	193	Pt	4.33	d	-1	-34329.897	keV
78	194	Pt	STABLE	ignore	32.864	-34760.101	keV
78	195	Pt	STABLE	ignore	33.77	-32793.878	keV
78	195	Pt	4.01	d	-1	-32534.801	keV
78	196	Pt	STABLE	ignore	25.21	-32644.538	keV
78	197	Pt	19.8915	h	-1	-30419.775	keV
78	197	Pt	95.41	m	-1	-30020.185	keV
78	198	Pt	STABLE	ignore	7.356	-29904.018	keV
78	199	Pt	30.51	m	-1	-27388.7	keV
78	199	Pt	13.5	s	-1	-26964.7	keV
78	200	Pt	12.6	h	-1	-26599.178	keV
78	201	Pt	2.5	m	-1	-23740.705	keV
78	202	Pt	44	h	-1	-22692.128	keV
78	203	Pt	22	s	-1	-19510	keV
78	203	Pt	12	s	-1	-18143	keV
78	204	Pt	10.7	s	-1	-17620	keV
78	205	Pt	ignore	ignore	-1	-12820	keV
78	206	Pt	ignore	ignore	-1	-9240	keV
78	207	Pt	ignore	ignore	-1	-4140	keV
78	208	Pt	ignore	ignore	-1	-500	keV
79	170	Au	0.29	ms	-1	-3703	keV
79	170	Au	0.62	ms	-1	-3418	keV
79	171	Au	22	us	-1	-7562.303	keV
79	171	Au	1.036	ms	-1	-7303.303	keV
79	172	Au	22	ms	-1	-9318.011	keV
79	172	Au	8.2	ms	-1	-9318.011	keV
79	173	Au	26.3	ms	-1	-12832.017	keV
79	173	Au	12.2	ms	-1	-12618.017	keV
79	174	Au	139	ms	-1	-14058	keV
79	174	Au	162	ms	-1	-14058	keV
79	175	Au	201	ms	-1	-17403.686	keV
79	175	Au	137	ms	-1	-17403.686	keV
79	176	Au	1.05	s	-1	-18520.967	keV
79	176	Au	1.36	s	-1	-18520.967	keV
79	177	Au	1.454	s	-1	-21545.736	keV
79	177	Au	1.18	s	-1	-21363.036	keV
79	178	Au	3.4	s	-1	-22303.029	keV
79	178	Au	2.7	s	-1	-22114.029	keV
79	179	Au	7.2	s	-1	-24988.572	keV
79	180	Au	7.9	s	-1	-25625.646	keV
79	181	Au	13.7	s	-1	-27871.14	keV
79	182	Au	15.5	s	-1	-28303.976	keV
79	183	Au	42.8	s	-1	-30191.488	keV
79	184	Au	21	s	-1	-30318.714	keV
79	184	Au	46.4	s	-1	-30250.254	keV
79	185	Au	4.3	m	-1	-31858.15	keV
79	185	Au	6.8	m	-1	-31858.15	keV
79	186	Au	10.7	m	-1	-31714.856	keV
79	187	Au	8.3	m	-1	-33028.78	keV
79	187	Au	2.3	s	-1	-32908.45	keV
79	188	Au	8.84	m	-1	-32371.315	keV
79	189	Au	28.7	m	-1	-33581.958	keV
79	189	Au	4.63	m	-1	-33334.658	keV
79	190	Au	42.8	m	-1	-32833.54	keV
79	190	Au	125	ms	-1	-32573.54	keV
79	191	Au	3.18	h	-1	-33797.91	keV
79	191	Au	0.92	s	-1	-33531.71	keV
79	192	Au	4.94	h	-1	-32772.184	keV
79	192	Au	160	ms	-1	-32340.584	keV
79	193	Au	17.65	h	-1	-33404.829	keV
79	193	Au	3.9	s	-1	-33114.629	keV
79	194	Au	38.06	h	-1	-32211.95	keV
79	194	Au	600	ms	-1	-32104.55	keV
79	194	Au	420	ms	-1	-31736.15	keV
79	195	Au	186.01	d	-1	-32567.061	keV
79	195	Au	30.5	d	-1	-32248.481	keV
79	196	Au	6.156	d	-1	-31138.718	keV
79	196	Au	8.1	s	-1	-31054.062	keV
79	196	Au	9.607	h	-1	-30543.058	keV
79	197	Au	STABLE	ignore	100	-31139.751	keV
79	197	Au	7.73	s	-1	-30730.601	keV
79	198	Au	2.69469	d	-1	-29580.793	keV
79	198	Au	2.28	d	-1	-28768.893	keV
79	199	Au	3.135	d	-1	-29093.752	keV
79	200	Au	48.4	m	-1	-27240.094	keV
79	200	Au	18.7	h	-1	-26300.094	keV
79	201	Au	26	m	-1	-26400.705	keV
79	202	Au	28.4	s	-1	-24352.982	keV
79	203	Au	60	s	-1	-23143.444	keV
79	204	Au	38.4	s	-1	-20390	keV
79	205	Au	32	s	-1	-18570	keV
79	205	Au	6	s	-1	-17663	keV
79	206	Au	47	s	-1	-14190	keV
79	207	Au	ignore	ignore	-1	-10640	keV
79	208	Au	ignore	ignore	-1	-5910	keV
79	209	Au	ignore	ignore	-1	-2230	keV
79	210	Au	ignore	ignore	-1	2680	keV
80	170	Hg	80	us	-1	5415	keV
80	171	Hg	59	us	-1	3339	keV
80	172	Hg	231	us	-1	-1061.361	keV
80	173	Hg	0.8	ms	-1	-2661	keV
80	174	Hg	1.9	ms	-1	-6641.017	keV
80	175	Hg	10.2	ms	-1	-7969.443	keV
80	176	Hg	20	ms	-1	-11784.639	keV
80	177	Hg	117	ms	-1	-12775.823	keV
80	178	Hg	266	ms	-1	-16315.346	keV
80	179	Hg	1.05	s	-1	-16932.924	keV
80	180	Hg	2.58	s	-1	-20250.513	keV
80	181	Hg	3.6	s	-1	-20661.127	keV
80	182	Hg	10.88	s	-1	-23576.885	keV
80	183	Hg	8.9	s	-1	-23804.655	keV
80	184	Hg	30.9	s	-1	-26344.787	keV
80	185	Hg	48.2	s	-1	-26183.651	keV
80	185	Hg	29	s	-1	-26079.951	keV
80	186	Hg	1.38	m	-1	-28539.059	keV
80	187	Hg	1.9	m	-1	-28118.509	keV
80	187	Hg	2.4	m	-1	-28118.509	keV
80	188	Hg	3.25	m	-1	-30198.351	keV
80	189	Hg	8	m	-1	-29626.378	keV
80	189	Hg	8.6	m	-1	-29546.378	keV
80	190	Hg	20	m	-1	-31370.625	keV
80	191	Hg	49	m	-1	-30591.849	keV
80	191	Hg	50.8	m	-1	-30463.849	keV
80	192	Hg	4.85	h	-1	-32011.481	keV
80	193	Hg	3.8	h	-1	-31062.165	keV
80	193	Hg	11.1	h	-1	-30921.405	keV
80	194	Hg	447	y	-1	-32183.952	keV
80	195	Hg	10.68	h	-1	-31013.342	keV
80	195	Hg	41.6	h	-1	-30837.272	keV
80	196	Hg	STABLE	ignore	0.15	-31825.944	keV
80	197	Hg	64.96	h	-1	-30540.231	keV
80	197	Hg	23.82	h	-1	-30241.301	keV
80	198	Hg	STABLE	ignore	10.04	-30954.315	keV
80	199	Hg	STABLE	ignore	16.94	-29546.066	keV
80	199	Hg	42.66	m	-1	-29013.586	keV
80	200	Hg	STABLE	ignore	23.14	-29503.267	keV
80	201	Hg	STABLE	ignore	13.17	-27662.529	keV
80	202	Hg	STABLE	ignore	29.74	-27345.31	keV
80	203	Hg	46.612	d	-1	-25269.203	keV
80	204	Hg	STABLE	ignore	6.82	-24690.148	keV
80	205	Hg	5.1	m	-1	-22287.719	keV
80	206	Hg	8.32	m	-1	-20945.728	keV
80	207	Hg	2.9	m	-1	-16487.446	keV
80	208	Hg	135	s	-1	-13265.408	keV
80	209	Hg	6.3	s	-1	-8610	keV
80	210	Hg	63.7	s	-1	-5300	keV
80	211	Hg	26.4	s	-1	-390	keV
80	212	Hg	ignore	ignore	-1	3020	keV
80	213	Hg	ignore	ignore	-1	8200	keV
80	214	Hg	ignore	ignore	-1	11770	keV
80	215	Hg	ignore	ignore	-1	17110	keV
80	216	Hg	ignore	ignore	-1	20920	keV
81	176	Tl	5.2	ms	-1	584.728	keV
81	177	Tl	18	ms	-1	-3340.103	keV
81	178	Tl	254	ms	-1	-4613	keV
81	179	Tl	426	ms	-1	-8269.632	keV
81	180	Tl	1.09	s	-1	-9390.438	keV
81	181	Tl	2.9	s	-1	-12798.749	keV
81	182	Tl	1.9	s	-1	-13327.213	keV
81	182	Tl	3.1	s	-1	-13327.213	keV
81	183	Tl	6.9	s	-1	-16587.261	keV
81	184	Tl	9.5	s	-1	-16883.355	keV
81	184	Tl	10.1	s	-1	-16883.355	keV
81	184	Tl	47.1	ms	-1	-16883.355	keV
81	185	Tl	19.5	s	-1	-19757.745	keV
81	185	Tl	1.8	s	-1	-19302.945	keV
81	186	Tl	3.4	s	-1	-19882.94	keV
81	186	Tl	27.6	s	-1	-19805.94	keV
81	186	Tl	3.4	s	-1	-19477.94	keV
81	187	Tl	51	s	-1	-22444.592	keV
81	187	Tl	15.6	s	-1	-22110.592	keV
81	188	Tl	71	s	-1	-22336.403	keV
81	188	Tl	71.5	s	-1	-22301.403	keV
81	189	Tl	2.3	m	-1	-24616.105	keV
81	189	Tl	1.4	m	-1	-24335.105	keV
81	190	Tl	2.8	m	-1	-24366.236	keV
81	190	Tl	3.5	m	-1	-24283.236	keV
81	191	Tl	ignore	ignore	-1	-26282.951	keV
81	191	Tl	5.3	m	-1	-25983.951	keV
81	192	Tl	9.6	m	-1	-25872.249	keV
81	192	Tl	10.8	m	-1	-25692.249	keV
81	193	Tl	21.6	m	-1	-27477.218	keV
81	193	Tl	2.11	m	-1	-27105.218	keV
81	194	Tl	33.3	m	-1	-26937.498	keV
81	194	Tl	32.8	m	-1	-26677.498	keV
81	195	Tl	1.15	h	-1	-28155.292	keV
81	195	Tl	3.6	s	-1	-27672.662	keV
81	196	Tl	1.84	h	-1	-27496.598	keV
81	196	Tl	1.41	h	-1	-27102.398	keV
81	197	Tl	2.83	h	-1	-28354.222	keV
81	197	Tl	0.54	s	-1	-27746.002	keV
81	198	Tl	5.3	h	-1	-27528.753	keV
81	198	Tl	1.87	h	-1	-26985.153	keV
81	199	Tl	7.42	h	-1	-28059.397	keV
81	200	Tl	26.1	h	-1	-27047.227	keV
81	201	Tl	3.0421	d	-1	-27180.778	keV
81	202	Tl	12.4706	d	-1	-25980.419	keV
81	203	Tl	STABLE	ignore	29.44 - 29.59	-25761.309	keV
81	204	Tl	3.7833	y	-1	-24346.07	keV
81	205	Tl	STABLE	ignore	70.41 - 70.56	-23820.802	keV
81	206	Tl	4.202	m	-1	-22253.293	keV
81	206	Tl	3.74	m	-1	-19610.193	keV
81	207	Tl	4.77	m	-1	-21034.436	keV
81	207	Tl	1.33	s	-1	-19686.256	keV
81	208	Tl	3.053	m	-1	-16750.121	keV
81	209	Tl	2.162	m	-1	-13644.793	keV
81	210	Tl	1.3	m	-1	-9246.996	keV
81	211	Tl	79.6	s	-1	-6077.999	keV
81	212	Tl	30.9	s	-1	-1551	keV
81	213	Tl	23.8	s	-1	1783.811	keV
81	214	Tl	11	s	-1	6465	keV
81	215	Tl	9.7	s	-1	10030	keV
81	216	Tl	5.9	s	-1	14870	keV
81	217	Tl	ignore	ignore	-1	18660	keV
82	178	Pb	0.2	ms	-1	3573.371	keV
82	179	Pb	2.7	ms	-1	2051.608	keV
82	180	Pb	4.1	ms	-1	-1941.069	keV
82	181	Pb	36	ms	-1	-3110.631	keV
82	182	Pb	55	ms	-1	-6824.556	keV
82	183	Pb	535	ms	-1	-7580.008	keV
82	183	Pb	415	ms	-1	-7487.008	keV
82	184	Pb	490	ms	-1	-11051.586	keV
82	185	Pb	6.3	s	-1	-11541.211	keV
82	185	Pb	4.3	s	-1	-11541.211	keV
82	186	Pb	4.82	s	-1	-14680.897	keV
82	187	Pb	15.2	s	-1	-14986.955	keV
82	187	Pb	18	s	-1	-14953.955	keV
82	188	Pb	25.5	s	-1	-17811.024	keV
82	189	Pb	39	s	-1	-17844.019	keV
82	189	Pb	51	s	-1	-17804.019	keV
82	190	Pb	71	s	-1	-20416.607	keV
82	191	Pb	1.33	m	-1	-20291.243	keV
82	191	Pb	2.18	m	-1	-20236.243	keV
82	192	Pb	3.5	m	-1	-22551.846	keV
82	193	Pb	ignore	ignore	-1	-22229.255	keV
82	193	Pb	5.8	m	-1	-22134.255	keV
82	194	Pb	10.7	m	-1	-24207.866	keV
82	195	Pb	15	m	-1	-23738.039	keV
82	195	Pb	16.3	m	-1	-23535.139	keV
82	196	Pb	37	m	-1	-25348.234	keV
82	197	Pb	8.1	m	-1	-24745.385	keV
82	197	Pb	43.3	m	-1	-24426.075	keV
82	198	Pb	2.4	h	-1	-26067.443	keV
82	199	Pb	90	m	-1	-25231.734	keV
82	199	Pb	12.2	m	-1	-24802.734	keV
82	200	Pb	21.5	h	-1	-26250.858	keV
82	201	Pb	9.33	h	-1	-25271.033	keV
82	201	Pb	60.8	s	-1	-24641.933	keV
82	202	Pb	52500	y	-1	-25940.608	keV
82	202	Pb	3.54	h	-1	-23770.758	keV
82	203	Pb	51.93	h	-1	-24786.483	keV
82	203	Pb	6.21	s	-1	-23961.283	keV
82	203	Pb	480	ms	-1	-21837.363	keV
82	204	Pb	STABLE	ignore	1.4	-25109.815	keV
82	204	Pb	66.9	m	-1	-22923.935	keV
82	205	Pb	17000000	y	-1	-23770.162	keV
82	206	Pb	STABLE	ignore	24.1	-23785.506	keV
82	207	Pb	STABLE	ignore	22.1	-22451.968	keV
82	207	Pb	0.806	s	-1	-20818.612	keV
82	208	Pb	STABLE	ignore	52.4	-21748.519	keV
82	209	Pb	3.235	h	-1	-17614.574	keV
82	210	Pb	22.2	y	-1	-14728.429	keV
82	211	Pb	36.164819095847896	m	-1	-10493.012	keV
82	212	Pb	10.628	h	-1	-7548.929	keV
82	213	Pb	10.2	m	-1	-3203.598	keV
82	214	Pb	27.06	m	-1	-183.019	keV
82	215	Pb	142	s	-1	4342.245	keV
82	216	Pb	99.4	s	-1	7510	keV
82	217	Pb	19.9	s	-1	12260	keV
82	218	Pb	15	s	-1	15630	keV
82	219	Pb	ignore	ignore	-1	20620	keV
82	220	Pb	ignore	ignore	-1	24130	keV
83	184	Bi	13	ms	-1	1254	keV
83	185	Bi	2.8	us	-1	-2236	keV
83	186	Bi	14.8	ms	-1	-3145.497	keV
83	187	Bi	37	ms	-1	-6383.275	keV
83	188	Bi	60	ms	-1	-7194.8	keV
83	188	Bi	265	ms	-1	-7194.8	keV
83	189	Bi	685	ms	-1	-10064.664	keV
83	190	Bi	6.3	s	-1	-10595.906	keV
83	190	Bi	6.2	s	-1	-10404.906	keV
83	191	Bi	12.4	s	-1	-13239.351	keV
83	191	Bi	126	ms	-1	-12999.351	keV
83	192	Bi	34.6	s	-1	-13534.537	keV
83	192	Bi	39.8	s	-1	-13387.537	keV
83	193	Bi	63	s	-1	-15884.563	keV
83	193	Bi	3.2	s	-1	-15579.563	keV
83	194	Bi	100	s	-1	-16023.02	keV
83	194	Bi	125	s	-1	-15878.02	keV
83	194	Bi	116	s	-1	-15862.02	keV
83	195	Bi	183	s	-1	-18025.567	keV
83	195	Bi	87	s	-1	-17624.567	keV
83	196	Bi	5.133333333333334	m	-1	-18009.032	keV
83	196	Bi	0.6	s	-1	-17840.032	keV
83	196	Bi	4	m	-1	-17738.032	keV
83	197	Bi	9.33	m	-1	-19687.196	keV
83	197	Bi	5.04	m	-1	-19157.196	keV
83	198	Bi	10.3	m	-1	-19373.851	keV
83	198	Bi	11.6	m	-1	-19093.851	keV
83	198	Bi	7.7	s	-1	-18843.851	keV
83	199	Bi	27	m	-1	-20797.616	keV
83	199	Bi	24.7	m	-1	-20130.616	keV
83	200	Bi	36.4	m	-1	-20370.574	keV
83	200	Bi	31	m	-1	-20270.574	keV
83	200	Bi	0.4	s	-1	-19942.374	keV
83	201	Bi	111	m	-1	-21429.006	keV
83	201	Bi	58.5	m	-1	-20582.656	keV
83	202	Bi	1.71	h	-1	-20750.854	keV
83	203	Bi	11.76	h	-1	-21524.893	keV
83	203	Bi	305	ms	-1	-20426.683	keV
83	204	Bi	11.28	h	-1	-20645.927	keV
83	205	Bi	14.91	d	-1	-21065.569	keV
83	206	Bi	6.243	d	-1	-20028.201	keV
83	207	Bi	31.22	y	-1	-20054.554	keV
83	208	Bi	368000	y	-1	-18870.151	keV
83	209	Bi	20100000000000000000	y	100	-18258.589	keV
83	210	Bi	5.012	d	-1	-14791.905	keV
83	210	Bi	3139572	y	-1	-14520.595	keV
83	211	Bi	2.14	m	-1	-11859.116	keV
83	212	Bi	60.551	m	-1	-8117.943	keV
83	212	Bi	25.1	m	-1	-7878.943	keV
83	212	Bi	7.2	m	-1	-6639.943	keV
83	213	Bi	45.607	m	-1	-5231.671	keV
83	214	Bi	19.71	m	-1	-1200.78	keV
83	214	Bi	9.39	m	-1	-1100.78	keV
83	215	Bi	7.6	m	-1	1629.272	keV
83	215	Bi	36.9	s	-1	3019.272	keV
83	216	Bi	2.25	m	-1	5873.988	keV
83	216	Bi	6.6	m	-1	5897.988	keV
83	217	Bi	98.5	s	-1	8729.963	keV
83	218	Bi	33	s	-1	13216.038	keV
83	219	Bi	8.7	s	-1	16320	keV
83	220	Bi	9.5	s	-1	20960	keV
83	221	Bi	ignore	ignore	-1	24200	keV
83	222	Bi	ignore	ignore	-1	28950	keV
83	223	Bi	ignore	ignore	-1	32240	keV
83	224	Bi	ignore	ignore	-1	37070	keV
84	186	Po	28	us	-1	4101.531	keV
84	187	Po	1.4	ms	-1	2823.808	keV
84	188	Po	270	us	-1	-544.378	keV
84	189	Po	3.5	ms	-1	-1421.996	keV
84	190	Po	2.45	ms	-1	-4562.708	keV
84	191	Po	22	ms	-1	-5068.731	keV
84	192	Po	32.2	ms	-1	-8066.483	keV
84	193	Po	407	ms	-1	-8325.302	keV
84	193	Po	246	ms	-1	-8230.302	keV
84	194	Po	392	ms	-1	-11004.617	keV
84	195	Po	4.64	s	-1	-11116.655	keV
84	195	Po	1.92	s	-1	-10966.655	keV
84	196	Po	5.63	s	-1	-13468.731	keV
84	197	Po	54	s	-1	-13393.078	keV
84	197	Po	25.8	s	-1	-13194.078	keV
84	198	Po	1.76	m	-1	-15473.278	keV
84	199	Po	5.5	m	-1	-15238.829	keV
84	199	Po	4.17	m	-1	-14928.829	keV
84	200	Po	11.5	m	-1	-16941.683	keV
84	201	Po	15.5	m	-1	-16521.166	keV
84	201	Po	9	m	-1	-16079.066	keV
84	202	Po	44.6	m	-1	-17941.569	keV
84	203	Po	36.7	m	-1	-17310.819	keV
84	203	Po	45	s	-1	-16669.179	keV
84	204	Po	3.518	h	-1	-18341.045	keV
84	205	Po	1.79	h	-1	-17521.398	keV
84	206	Po	8.8	d	-1	-18188.668	keV
84	207	Po	5.8	h	-1	-17145.7	keV
84	207	Po	2.79	s	-1	-15762.54	keV
84	208	Po	2.898	y	-1	-17469.207	keV
84	209	Po	124	y	-1	-16366.015	keV
84	210	Po	138.378	d	-1	-15953.06	keV
84	211	Po	0.516	s	-1	-12432.492	keV
84	211	Po	25.3	s	-1	-10970.492	keV
84	212	Po	295	ns	-1	-10369.408	keV
84	212	Po	45.1	s	-1	-7439.408	keV
84	213	Po	3.706	us	-1	-6653.519	keV
84	214	Po	163.48	us	-1	-4469.972	keV
84	215	Po	1.781	ms	-1	-541.771	keV
84	216	Po	144	ms	-1	1782.336	keV
84	217	Po	1.53	s	-1	5883.452	keV
84	218	Po	3.097	m	-1	8356.652	keV
84	219	Po	10.333333333333334	m	-1	12681.361	keV
84	220	Po	ignore	ignore	-1	15263.462	keV
84	221	Po	1.8666666666666667	m	-1	19773.757	keV
84	222	Po	2.4166666666666665	m	-1	22486.268	keV
84	223	Po	ignore	ignore	-1	27079	keV
84	224	Po	ignore	ignore	-1	29910	keV
84	225	Po	ignore	ignore	-1	34580	keV
84	226	Po	ignore	ignore	-1	37549	keV
84	227	Po	ignore	ignore	-1	42281	keV
85	191	At	1.7	ms	-1	3863.913	keV
85	192	At	88	ms	-1	2925.742	keV
85	192	At	11.5	ms	-1	2925.742	keV
85	193	At	28	ms	-1	-67.323	keV
85	194	At	323	ms	-1	-706.49	keV
85	194	At	286	ms	-1	-716.49	keV
85	195	At	309	ms	-1	-3470.299	keV
85	195	At	144	ms	-1	-3437.299	keV
85	196	At	377	ms	-1	-3913.175	keV
85	197	At	388	ms	-1	-6355.255	keV
85	197	At	2	s	-1	-6303.255	keV
85	198	At	4.47	s	-1	-6708.747	keV
85	198	At	1.22	s	-1	-6443.747	keV
85	199	At	6.97	s	-1	-8823.377	keV
85	199	At	273	ms	-1	-8579.377	keV
85	200	At	43	s	-1	-8987.894	keV
85	200	At	47	s	-1	-8874.894	keV
85	200	At	6.4	s	-1	-8643.894	keV
85	201	At	85	s	-1	-10789.441	keV
85	202	At	184	s	-1	-10595.106	keV
85	202	At	182	s	-1	-10405.106	keV
85	202	At	0.46	s	-1	-10005.106	keV
85	203	At	7.4	m	-1	-12162.607	keV
85	204	At	9.2	m	-1	-11875.252	keV
85	204	At	108	ms	-1	-11287.952	keV
85	205	At	26.9	m	-1	-12984.519	keV
85	206	At	30.5	m	-1	-12439.388	keV
85	207	At	1.81	h	-1	-13227.482	keV
85	208	At	1.63	h	-1	-12469.901	keV
85	209	At	5.42	h	-1	-12883.773	keV
85	210	At	8.1	h	-1	-11972.099	keV
85	211	At	7.216	h	-1	-11647.191	keV
85	212	At	314	ms	-1	-8628.149	keV
85	212	At	121	ms	-1	-8405.249	keV
85	213	At	124	ns	-1	-6579.522	keV
85	214	At	558	ns	-1	-3379.151	keV
85	215	At	37	us	-1	-1256.583	keV
85	216	At	0.3	ms	-1	2256.678	keV
85	217	At	32.6	ms	-1	4394.598	keV
85	218	At	1.28	s	-1	8100.218	keV
85	219	At	56	s	-1	10396.021	keV
85	220	At	3.71	m	-1	14375.748	keV
85	221	At	2.3	m	-1	16782.729	keV
85	222	At	54	s	-1	20953.028	keV
85	223	At	50	s	-1	23428.008	keV
85	224	At	1.2666666666666666	m	-1	27711.018	keV
85	225	At	ignore	ignore	-1	30300	keV
85	226	At	ignore	ignore	-1	34660	keV
85	227	At	ignore	ignore	-1	37430	keV
85	228	At	ignore	ignore	-1	41880	keV
85	229	At	ignore	ignore	-1	44890	keV
86	193	Rn	1.15	ms	-1	9042.92	keV
86	194	Rn	0.78	ms	-1	5724.624	keV
86	195	Rn	6	ms	-1	5050.285	keV
86	195	Rn	5	ms	-1	5110.285	keV
86	196	Rn	4.4	ms	-1	1975.169	keV
86	197	Rn	55	ms	-1	1510.368	keV
86	198	Rn	65	ms	-1	-1230.32	keV
86	199	Rn	0.6	s	-1	-1559.846	keV
86	199	Rn	0.312	s	-1	-1337.846	keV
