angle,xsec,integral
2.530944,0.000150,3085862.453854
2.534498,0.000150,3085862.454005
2.538059,0.000150,3085862.454155
2.541626,0.000150,3085862.454305
2.545200,0.000150,3085862.454455
2.548781,0.000149,3085862.454604
2.552369,0.000148,3085862.454752
2.555963,0.000147,3085862.454898
2.559564,0.000145,3085862.455043
2.563171,0.000143,3085862.455187
2.566786,0.000141,3085862.455328
2.570407,0.000139,3085862.455467
2.574034,0.000137,3085862.455604
2.577669,0.000134,3085862.455738
2.581310,0.000131,3085862.455869
2.584957,0.000128,3085862.455998
2.588611,0.000125,3085862.456123
2.592272,0.000122,3085862.456245
2.595939,0.000119,3085862.456364
2.599613,0.000116,3085862.456480
2.603293,0.000112,3085862.456592
2.606980,0.000108,3085862.456700
2.610673,0.000105,3085862.456805
2.614373,0.000102,3085862.456907
2.618079,0.000098,3085862.457005
2.621791,0.000094,3085862.457099
2.625510,0.000091,3085862.457190
2.629236,0.000088,3085862.457278
2.632968,0.000084,3085862.457362
2.636706,0.000081,3085862.457443
2.640450,0.000078,3085862.457521
2.644201,0.000075,3085862.457597
2.647958,0.000073,3085862.457669
2.651721,0.000070,3085862.457739
2.655491,0.000068,3085862.457807
2.659267,0.000066,3085862.457872
2.663049,0.000064,3085862.457936
2.666837,0.000062,3085862.457998
2.670631,0.000061,3085862.458059
2.674431,0.000060,3085862.458119
2.678238,0.000059,3085862.458177
2.682050,0.000058,3085862.458236
2.685869,0.000058,3085862.458293
2.689693,0.000058,3085862.458351
2.693524,0.000058,3085862.458410
2.697360,0.000059,3085862.458469
2.701203,0.000060,3085862.458528
2.705051,0.000061,3085862.458589
2.708905,0.000062,3085862.458652
2.712765,0.000064,3085862.458716
2.716631,0.000066,3085862.458782
2.720502,0.000069,3085862.458851
2.724379,0.000071,3085862.458922
2.728262,0.000074,3085862.458996
2.732151,0.000077,3085862.459073
2.736045,0.000080,3085862.459153
2.739945,0.000083,3085862.459236
2.743850,0.000087,3085862.459323
2.747761,0.000091,3085862.459414
2.751677,0.000095,3085862.459508
2.755599,0.000099,3085862.459607
2.759526,0.000103,3085862.459710
2.763459,0.000107,3085862.459816
2.767397,0.000111,3085862.459927
2.771340,0.000115,3085862.460043
2.775288,0.000120,3085862.460162
2.779242,0.000124,3085862.460286
2.783200,0.000128,3085862.460414
2.787164,0.000132,3085862.460546
2.791133,0.000136,3085862.460682
2.795107,0.000140,3085862.460822
2.799086,0.000144,3085862.460966
2.803070,0.000148,3085862.461114
2.807059,0.000151,3085862.461265
2.811053,0.000155,3085862.461419
2.815052,0.000158,3085862.461577
2.819055,0.000161,3085862.461738
2.823063,0.000163,3085862.461901
2.827076,0.000166,3085862.462067
2.831093,0.000168,3085862.462236
2.835115,0.000170,3085862.462406
2.839142,0.000172,3085862.462578
2.843173,0.000173,3085862.462751
2.847208,0.000175,3085862.462926
2.851248,0.000175,3085862.463101
2.855293,0.000176,3085862.463277
2.859341,0.000176,3085862.463453
2.863394,0.000176,3085862.463629
2.867451,0.000176,3085862.463805
2.871512,0.000175,3085862.463980
2.875577,0.000174,3085862.464154
2.879647,0.000173,3085862.464327
2.883720,0.000171,3085862.464498
2.887797,0.000170,3085862.464668
2.891878,0.000168,3085862.464835
2.895963,0.000165,3085862.465001
2.900052,0.000163,3085862.465164
2.904144,0.000160,3085862.465324
2.908240,0.000157,3085862.465481
2.912340,0.000154,3085862.465635
2.916443,0.000151,3085862.465786
2.920550,0.000147,3085862.465933
2.924660,0.000144,3085862.466077
2.928774,0.000140,3085862.466216
2.932891,0.000136,3085862.466352
2.937011,0.000132,3085862.466484
2.941134,0.000128,3085862.466612
2.945261,0.000124,3085862.466736
2.949390,0.000120,3085862.466855
2.953523,0.000115,3085862.466971
2.957658,0.000111,3085862.467082
2.961797,0.000107,3085862.467189
2.965938,0.000103,3085862.467292
2.970082,0.000099,3085862.467390
2.974229,0.000094,3085862.467485
2.978379,0.000090,3085862.467575
2.982531,0.000086,3085862.467661
2.986685,0.000082,3085862.467744
2.990842,0.000079,3085862.467822
2.995002,0.000075,3085862.467897
2.999164,0.000071,3085862.467969
3.003328,0.000068,3085862.468037
3.007494,0.000065,3085862.468101
3.011663,0.000061,3085862.468162
3.015833,0.000058,3085862.468221
3.020006,0.000055,3085862.468276
3.024180,0.000053,3085862.468329
3.028357,0.000050,3085862.468378
3.032535,0.000047,3085862.468426
3.036715,0.000045,3085862.468471
3.040897,0.000043,3085862.468514
3.045080,0.000041,3085862.468554
3.049265,0.000039,3085862.468593
3.053451,0.000037,3085862.468630
3.057639,0.000035,3085862.468666
3.061829,0.000034,3085862.468700
3.066019,0.000033,3085862.468732
3.070211,0.000031,3085862.468763
3.074404,0.000030,3085862.468794
3.078598,0.000029,3085862.468823
3.082793,0.000028,3085862.468851
3.086989,0.000027,3085862.468878
3.091186,0.000027,3085862.468904
3.095383,0.000026,3085862.468930
3.099582,0.000025,3085862.468956
3.103781,0.000025,3085862.468980
3.107981,0.000024,3085862.469005
3.112181,0.000024,3085862.469028
3.116382,0.000024,3085862.469052
3.120583,0.000023,3085862.469075
3.124784,0.000023,3085862.469098
3.128986,0.000023,3085862.469121
3.133188,0.000023,3085862.469144
3.137390,0.000023,3085862.469167
3.141593,0.000023,3085862.469190
